title,ministry,schemeCategory,description,beneficiaryState,npiMinistry,slug,tags,__typename
Aapki Beti Hamari Beti,,['Social welfare & Empowerment'],"The scheme “Aapki Beti Hamari Beti” was launched by the Department of Women and Child Development, Government of Haryana on 24th August 2015.",,[],abhb,"['Beti', 'Girl Child', 'Investment', 'LIC', 'Financial Assistance', 'Grant']",Search
Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Tribe Women,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship', 'Women and Child']","The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Tribe Women” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.",,[],ssegu10stw,"['Scheduled Tribe', 'Woman', 'Subsidy', 'Milk Production', 'Goat']",Search
Saphalam Scheme For Transgender Students Pursuing Professional Courses,,['Education & Learning'],"The scheme “Saphalam Scheme for Transgender Students Pursuing Professional Courses” was launched by the Department of Social Justice, Government of Kerala. ",,[],sstsppc,"['Transgender', 'Student', 'Professional Courses', 'Financial Assistance', 'Education']",Search
Kanya Sumangala Yojana,,"['Social welfare & Empowerment', 'Women and Child']","Various schemes are run by the government for the purpose of providing social security to women, Kanya Sumangala Yojana is one such scheme.",,[],ksy,"['Financial Assistance', 'Girl Welfare', 'Child Empowerment', 'Education']",Search
Gaon Ki Beti,,"['Education & Learning', 'Women and Child']",MP Gaon Ki Beti Yojna 2022-23 is a scholarship provided by the Madhya Pradesh government. The MP state government has started this scheme to encourage the higher education of girl children in remote areas in 2005.,,[],gkb,"['Financial Assistance', 'Higher Education', 'Scholarship']",Search
Chief Minister Ladli Behna Yojana,,"['Social welfare & Empowerment', 'Women and Child']","In 2023, Madhya Pradesh State Government started ""Chief Minister Ladli Behna Yojana"" for women empowerment",,[],cmlby,"['Financial Assistance', 'Empowerment', 'Social Welfare']",Search
Shram Yogi Prasad Scheme,,['Social welfare & Empowerment'],"The ""Shram Yogi Prasad Scheme'' by the BOCW Welfare Board, Labour Department, U.T. Administration of DNH & DD, is a welfare scheme that provides mid day meal and breakfast to the BOCW registered construction workers.
",,[],syps,"['Labour', 'Building Worker', 'Construction Worker', 'Mid Day Meal', 'Food', 'Breakfast']",Search
Mukhyamantri Atyant Pichhada Varg Civil Seva Protsahan Yojana,,['Education & Learning'],"The Bihar Government provides incentives to individuals belonging to the EBC Categories upon passing the preliminary examination of various competitive exams such as UPSC, BPSC, NDA, CDS, Banking, Railway, SSC, etc., to support their further preparation for the main examination/interview.",,[],mmapvcspy,"['Extremely Backward Classes', 'Competitive Examination', 'Preliminary Examination', 'Incentive', 'EBC']",Search
Pension Scheme to Widow,,"['Women and Child', 'Social welfare & Empowerment']","The scheme is implemented by the Social Welfare Department, aims to provide financial assistance to widows aged between 18-59 years. The scheme offers ₹1,000/- per month to help meet their basic needs, ensuring public assistance for widows in need of support to maintain a dignified life.",,[],psw,"['Pension', 'Widow', 'Woman']",Search
Distribution of Female Menstrual Hygiene Kit for the Construction Workers,,"['Social welfare & Empowerment', 'Women and Child', 'Health & Wellness']","The ""Distribution of Female Menstrual Hygiene Kit for the Construction Workers'' by the BOCW Welfare Board, Labour Department, U.T. Administration of DNH & DD, is a welfare scheme that provides Menstrual Hygiene Kit to registered female beneficiaries.",,[],dfmkftcw,"['Labour', 'Building Worker', 'Construction Worker', 'Promoting Registration', 'Menstrual Hygiene Kit', 'Female', 'Health', 'Wellness']",Search
Financial Aid For Providing Hostel Facility To Transgender Students,,"['Housing & Shelter', 'Education & Learning']","The scheme “Financial Aid for Providing Hostel Facility to Transgender Students” was launched by the Department of Social Justice, Government of Kerala.",,[],faphfts,"['Transgender', 'Hostel Facility', 'Student', 'Financial Assistance', 'Accommodation']",Search
Maternity Benefit (CBOCWWB),,['Social welfare & Empowerment'],"Under this scheme, financial assistance shall be given to the spouse of registered beneficiary woman employee after the delivery of child.",,[],mbcbocwwb,"['Maternity', 'Construction Worker', 'Financial Assistance']",Search
Marriage Assistance For Legally Married Transgender Couples,,['Social welfare & Empowerment'],"The scheme “Marriage Assistance for Legally Married Transgender Couples” was launched by the Department of Social Justice, Government of Kerala. This scheme is intended to help deprived transgender individuals who are planning to get married legally to lead a steady normal family life. ",,[],malmtc,"['Transgender', 'Marriage', 'Financial Assistance']",Search
SWADHAR Greh (A Scheme For Women In Difficult Circumstances),Ministry of Women and Child Development,"['Housing & Shelter', 'Public Safety,Law & Justice', 'Social welfare & Empowerment', 'Women and Child']",Swadhar Greh is a scheme by Ministry of Women and Child Development intended that caters to primary needs of women in difficult circumstances.,,[],sg,"['Victim', 'Women', 'Abuse', 'Violence', 'Shelter', 'Counselling', 'Support']",Search
Vahli Dikri Yojana,,"['Education & Learning', 'Social welfare & Empowerment']",Vahli Dikri Yojana is a scheme launched by the government of Gujarat in India in 2019. The scheme is aimed at improving the welfare of girl children in the state and reducing the financial burden on parents. The scheme provides financial assistance to families having one or two girl children.,,[],vdy,"['Girl Child', 'Girl Education', 'Gujarat', 'Financial Assistance']",Search
Transgender Pension Scheme,,['Social welfare & Empowerment'],The Transgender Pension Scheme is a welfare initiative launched by the Government of Himachal Pradesh for the upliftment and support of transgender persons.,,[],tps,"['Transgender', 'Pension Scheme', 'DBT', 'Financial Assistance']",Search
Agricultural Skill Development Training Programme For Women Farmers And Farmers,,"['Agriculture,Rural & Environment']","The scheme “Agricultural Skill Development Training Programme for Women Farmers and Farmers” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat.",,[],asdtpwff,"['Agriculture', 'Farmer', 'Women', 'Training', 'Skill Development', 'Youth']",Search
Marriage Grant for One Daughter (Sainik Welfare),,['Social welfare & Empowerment'],"The scheme ""Marriage Grant for One Daughter"" is a Welfare Scheme by the Armed Forces Flag Day Fund of the Department of Sainik Welfare, Puducherry. The objective of the scheme is to provide a one-time financial assistance of ₹25,000/- for the purpose of marriage of one daughter of the ESM.",,[],mgod,"['Daughter', 'Marriage', 'Grant', 'Financial Assistance', 'Ex-Serviceman']",Search
Mahila Samriddhi Yojana,Ministry Of Social Justice and Empowerment,"['Business & Entrepreneurship', 'Banking,Financial Services and Insurance', 'Social welfare & Empowerment', 'Women and Child']","This is a micro-financing programme aiming towards the empowerment of women from underprivileged backgrounds or economically backward areas. Through this scheme, these women can apply for a loan at a nominal interest rate to fulfil their dreams and goals and gain financial independence.",,[],cbssc-msy,"['Women Enterpreneur', 'Loan', 'Micro-Finance']",Search
Paternity Benefit Scheme (HBOCWWB),,['Social welfare & Empowerment'],"The scheme “Paternity Benefit Scheme (HBOCWWB)” was launched by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department Haryana.",,[],pbs-hbocwwb,"['Construction Worker', 'Paternity', 'Social Welfare', 'Labour', 'Newborn', 'Child', 'Financial Assistance']",Search
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Quality Certification,,['Business & Entrepreneurship'],"“Assistance of Interest Subsidy” under the “Investment Promotion Scheme (IPS)” for MSME sector, implemented by the Dept. of Industries, U.T. Administration Of DNH & DD,  aims to extend support to MSME to get quality certification to introduce quality products in competitive markets.
",,[],ipsaqc,"['Quality Certification', 'Investment', 'MSMEs', 'Incentives', 'Entrepreneurship', 'Subsidy', 'Reimbursement']",Search
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Saving In Consumption Of Energy And Water,,['Business & Entrepreneurship'],"“Assistance For Saving In Consumption Of Energy And Water” under the “Investment Promotion Scheme (IPS)” for MSME sector, implemented by the Dept. of Industries, DNH & DD, aims to provide assistance to the existing/ new Enterprise for taking action for saving in consumption of Energy and Water.",,[],ipsacesw,"['Energy', 'Investment', 'MSMEs', 'Incentives', 'Entrepreneurship', 'Subsidy', 'Reimbursement', 'Water']",Search
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Zed Certification,,['Business & Entrepreneurship'],"“Assistance For Zed Certification” under the “Investment Promotion Scheme (IPS)” for MSME sector, implemented by the Dept. of Industries, U.T. Administration Of DNH & DD, was introduced to urge industries, especially (MSMEs), to manufacture goods in the country with “Zero Defects”.",,[],ipszed,"['Zed Certification', 'Investment', 'MSMEs', 'Incentives', 'Entrepreneurship', 'Subsidy', 'Reimbursement']",Search
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Participation In Industrial Exhibitions Abroad,,['Business & Entrepreneurship'],"“Assistance For Participation In Industrial Exhibitions Abroad” under the “Investment Promotion Scheme (IPS)” for MSME sector, by the Dept. of Industries, DNH & DD, aims to promote the Products and Services of the territory abroad and their businesses to expand  the customer base all over the world.",,[],ipsapiea,"['Exhibitions', 'MSMEs', 'Incentives', 'Entrepreneurship', 'Subsidy', 'Reimbursement']",Search
Investment Promotion Scheme (IPS) for MSME Sector: Incentive For Local Employment,,['Business & Entrepreneurship'],"“Incentive For Local Employment” under the “Investment Promotion Scheme (IPS)” for MSME sector, implemented by the Dept. of Industries, U.T. Administration Of DNH & DD, aims to provide One-time recruitment incentive to the Industrial Units for generating employment for local residents.",,[],ipsile,"['Employment', 'MSMEs', 'Incentives', 'Entrepreneurship', 'Subsidy', 'Reimbursement', 'IPS']",Search
Saraswati Vidya Yojana: Free Distribution of Bicycles,,['Education & Learning'],"“Free Distribution of Bicycles'' under “Saraswati Vidya Yojana”, implemented by the Directorate of Education, U.T. Administration Of DNH & DD, aims to provide bicycles free of cost to all the girl students, studying in class VIII(8) in the Govt. & Govt. aided schools/ Institutes.
",,[],svyfdb,"['Student', 'Girls', 'Bicycles', 'School', 'Social Empowerment']",Search
Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Vaccine Manufacturing Units,,['Business & Entrepreneurship'],"“ Scheme For Vaccine Manufacturing Units'' under the “Investment Promotion Scheme (IPS)” for Thrust Sectors, implemented by the Dept. of Industries, U.T. Administration Of DNH & DD, aims to provide Interest Subsidy to Vaccine Manufacturing Units.",,[],ipsftsvmu,"['Thrust Sectors', 'Vaccine Manufacturing', 'Incentives', 'Entrepreneurship', 'Subsidy', 'Reimbursement', 'IPS']",Search
Additional Pension to Widow of Ex-Serviceman having Children ,,"['Social welfare & Empowerment', 'Women and Child']","The scheme is implemented by the Sainik and Ardh Sainik Welfare Department, Government of Haryana. Under the scheme, an additional amount, in addition to the pension, is provided to the widow of an ex-serviceman who dies while in service but not in any battle.",,[],apwesmc,"['Additional Pension', 'Widow', 'Ex-Serviceman', 'Sainik']",Search
Medical Assistance and Wage Loss for the Construction Workers,,"['Health & Wellness', 'Social welfare & Empowerment']","The ""Medical Assistance and Wage Loss for the Construction Workers'' by the BOCW Welfare Board, U.T. of DNH & DD, is a welfare scheme that provides medical expenses for injuries sustained during employment and will pay half-monthly wages during the period of disablement to the eligible worker.",,[],mawlftcw,"['Labour', 'Medical Assistance', 'Wage Loss', 'Building Worker', 'Construction Worker']",Search
